0,1538462;0,2592593;1,230769
-0,3461539;0,07407407;1,230769
-0,1153846;-0,07407407;1,153846
-0,3076923;0,07407407;1,153846
-0,2692308;-0,03703704;1,076923
-0,03846154;0,1111111;1,115385
-0,03846154;0,1481481;1,230769
0,1538462;-0,1111111;1,192308
0,3461539;-0,07407407;1,269231
0,6538461;-0,4074074;1,230769
-0,07692308;-0,1111111;1,307692
-0,03846154;-0,4814815;1,269231
-0,4615385;0,03703704;1,269231
-0,2307692;-0,3333333;1,346154
-0,4230769;-0,1111111;1,269231
-0,2307692;0,1851852;1,384615
0,07692308;0,1481481;1,615385
0,1153846;0,5555556;1,807692
0,3461539;0,962963;2
0,6153846;1;2,346154
0,6153846;1;2,153846
0,2692308;0,8888889;1,423077
0,1923077;0,8518519;1,615385
0,1538462;1,111111;1,653846
0,1538462;1,296296;2,846154
0,1538462;1;2,923077
0,1153846;0,7407407;2,769231
0,07692308;0,4444444;2,615385
0,1153846;0,2222222;2,538461
0,1923077;0,03703704;2,5
0,2692308;-0,1481481;2,538461
0,4615385;-0,3333333;2,653846
0,5769231;-0,4814815;2,884615
0,7692308;-0,7407407;3,153846
0,9615384;-0,9259259;3,307692
1,076923;-1,037037;3,153846
0,9230769;-1;2,615385
0,6923077;-0,9259259;1,923077
0,5769231;-0,8888889;1,461538
0,5384616;-0,7037037;1,230769
0,5384616;-0,5555556;1,153846
0,5769231;-0,4444444;1,076923
0,6153846;-0,3333333;1,076923
0,5769231;-0,1481481;1,076923
0,5384616;0,03703704;1,038462
0,4615385;0,2222222;1
0,4230769;0,4074074;0,9615384
0,3461539;0,5185185;0,9230769
0,3076923;0,5925926;0,9615384
0,3461539;0,5925926;1,192308
0,4230769;0,6296296;1,538462
0,4615385;0,7037037;1,884615
0,5;0,8148148;2,269231
0,5384616;1;2,538461
0,4615385;1,296296;2,769231
0,07692308;1,925926;2,692308
-0,7307692;2,777778;2,461539
-1,115385;3,740741;2,769231
-0,7692308;4,111111;3,346154
-0,3461539;4,259259;2,884615
-0,5384616;4,333333;0,7692308
-0,8461539;4,37037;-1,076923
-0,5384616;4,444445;-1,230769
-0,2307692;4,444445;-0,4230769
-0,2307692;4,481482;-0,1538462
-0,5384616;4,518518;-0,7692308
-0,8846154;2,851852;-1,307692
-0,2307692;-0,2962963;1,807692
1,269231;0,6666667;3,461539
2,346154;2,555556;3,846154
-2,846154;1,518519;1,384615
-1,730769;-0,1111111;0,4230769
0,1153846;0,4074074;1,153846
-0,2692308;0,4444444;1,269231
-0,1538462;-0,1111111;1,153846
-0,2692308;-0,1851852;1,076923
-0,3076923;0,2222222;1,153846
-0,1538462;0;1,038462
0,03846154;0,07407407;1,192308
0,1923077;0,1481481;1,269231
0,3846154;-0,1481481;1,269231
0,5384616;-0,4074074;1,115385
-0,03846154;-0,1851852;1,269231
-0,03846154;-0,2962963;1,384615
-0,3076923;-0,1481481;1,307692
-0,3076923;-0,1111111;1,384615
-0,2692308;-0,1851852;1,269231
-0,1923077;0,1111111;1,346154
0,03846154;0,2962963;1,538462
0,1923077;0,5555556;1,692308
0,2692308;1,074074;1,730769
0,5;1,111111;2,230769
0,5384616;1,111111;1,923077
0,3846154;1,111111;1,230769
0,2692308;1,037037;1,384615
-0,1923077;1,518519;1,884615
0,1923077;1,222222;2,653846
0,3076923;0,962963;2,884615
0,3076923;0,6666667;2,769231
0,3076923;0,4074074;2,576923
0,3461539;0,1111111;2,5
0,5;-0,1111111;2,538461
0,6153846;-0,2592593;2,576923
0,6538461;-0,4074074;2,615385
0,6923077;-0,5185185;2,730769
0,7692308;-0,6666667;2,884615
0,9230769;-0,8888889;3,076923
1;-1,037037;3,038461
0,8846154;-1;2,653846
0,6153846;-0,8148148;2,115385
0,3846154;-0,7037037;1,615385
0,3461539;-0,5925926;1,307692
0,3461539;-0,5185185;1,076923
0,3461539;-0,4814815;1
0,3461539;-0,4074074;1
0,4230769;-0,2962963;1,153846
0,4615385;-0,1851852;1,192308
0,4615385;0;1,115385
0,3846154;0,1851852;0,9615384
0,2692308;0,3333333;0,8076923
0,2692308;0,4074074;0,8461539
0,3076923;0,4444444;1,076923
0,3461539;0,4814815;1,346154
0,3846154;0,5185185;1,615385
0,4230769;0,5925926;1,923077
0,5;0,7037037;2,269231
0,5769231;0,9259259;2,538461
0,5384616;1,259259;2,730769
0,3461539;1,777778;2,730769
-0,2307692;2,555556;2,576923
-0,8461539;3,555556;2,538461
-1,230769;4,074074;2,653846
-0,9615384;4,259259;2,730769
-0,6923077;4,333333;1,692308
-0,7692308;4,407407;-0,07692308
-0,6538461;4,444445;-1,115385
-0,3461539;4,481482;-1
-0,2307692;4,481482;-0,3846154
-0,3461539;4,407407;0
-0,3461539;4,259259;-0,8846154
-1,423077;0,962963;0,2692308
0,1923077;-0,5555556;3
2,153846;1,962963;3,923077
-1,038462;2,333333;2,346154
-2,730769;0,3333333;0,5384616
-0,5;0,1111111;0,8846154
0,1153846;0,9259259;0,9615384
-0,2307692;0,2592593;0,7307692
0,1538462;-0,07407407;0,9615384
0,2307692;0,2222222;1,269231
-0,1538462;0,1111111;1,230769
-0,2307692;-0,1111111;1,038462
-0,3461539;0,07407407;1,115385
-0,2692308;0,07407407;1,076923
-0,03846154;0,07407407;1,153846
0,07692308;0,03703704;1,269231
0,2307692;-0,07407407;1,192308
0,1923077;0;1,115385
0,1153846;-0,3333333;1,192308
-0,07692308;-0,1481481;1,346154
-0,2692308;-0,1851852;1,269231
-0,3846154;-0,2592593;1,346154
-0,2692308;-0,2962963;1,346154
-0,3076923;0,1481481;1,230769
0;0,1481481;1,423077
0,2307692;0,3703704;1,5
