-0,3461539	0,03703704	0,9615384
-0,3846154	0,1111111	0,9615384
-0,3846154	0,03703704	1
-0,3461539	0	1,076923
-0,3461539	0,1111111	1,076923
-0,3461539	0,1481481	1,076923
-0,3461539	0,07407407	1,153846
-0,3461539	0,2222222	1,076923
-0,3461539	0,1481481	1,115385
-0,2692308	0,1111111	1,076923
-0,4615385	0,1481481	1,269231
-0,3076923	-0,1481481	1,538462
-0,3076923	0,03703704	1,576923
-0,2307692	0,2222222	1,692308
-0,1923077	0,2222222	2,230769
-0,3461539	0,7037037	2,769231
-0,4615385	0,8888889	2,961539
-0,6538461	0,7777778	2,807692
-0,6923077	0,4444444	2,807692
-0,6153846	0,03703704	3,192308
-0,5384616	-0,3703704	3,230769
-0,7692308	-0,5555556	3,730769
-0,6538461	-1	4,192307
-0,4230769	-1,296296	4,192307
-0,4615385	-1,148148	2,307692
-0,7692308	-0,8148148	0,6153846
-0,7307692	-0,6666667	0,5769231
-0,5384616	-0,6666667	1,461538
-0,3846154	-0,6296296	1,923077
-0,2307692	-0,5185185	1,730769
-0,1153846	-0,4074074	1,423077
0	-0,2962963	1,153846
0,1153846	-0,1851852	1,076923
0,1923077	-0,1111111	1,038462
0,2307692	-0,03703704	1,076923
0,1923077	0,07407407	1,153846
0,1153846	0,2222222	1,384615
0	0,3703704	1,576923
-0,1153846	0,5185185	1,653846
-0,1923077	0,5925926	1,576923
-0,3076923	0,6666667	1,538462
-0,3846154	0,7777778	1,615385
-0,4615385	0,8518519	1,769231
-0,5	0,962963	1,923077
-0,5384616	1,148148	2,192308
-0,5	1,481481	2,615385
-0,5	1,888889	2,576923
-0,5769231	2,259259	2,153846
-0,6538461	2,62963	1,884615
-0,6923077	2,851852	1,730769
-0,7307692	3	1,576923
-0,7307692	3,259259	1,346154
-0,6538461	3,481482	1,038462
-0,6538461	3,740741	0,4230769
-0,8076923	4	0,07692308
-0,6538461	3,962963	0,3461539
-0,5769231	3,703704	0,4230769
-0,7307692	3,407408	0,2692308
-0,8076923	2,222222	0,7692308
-0,7307692	-0,5925926	2,038461
-1,5	-1,962963	0,3461539
-2,076923	-0,1111111	-0,7307692
-3,076923	1,851852	1,269231
-2,615385	2,074074	3,384615
-0,7307692	0,6666667	2,692308
0,5384616	0	3,461539
-0,03846154	0,5185185	2,115385
-1,230769	0,5555556	0,9230769
-0,4615385	0,1851852	1,115385
-0,2307692	0,2962963	1,230769
-0,5	0,1481481	0,9615384
-0,5	0,03703704	0,9230769
-0,5	0,03703704	1
-0,5384616	0,03703704	0,8846154
-0,5384616	0	0,8461539
-0,5	0	0,8461539
-0,4615385	0,1481481	0,8846154
-0,3846154	0,07407407	0,9615384
-0,3076923	0	1
-0,2692308	0,1111111	1
-0,3076923	0,1111111	0,9230769
-0,2307692	0,07407407	0,9230769
-0,2307692	0,07407407	0,9615384
-0,2307692	0,03703704	0,9615384
-0,3076923	0,03703704	0,9230769
-0,3076923	0,03703704	0,9230769
-0,3076923	0,03703704	0,9230769
-0,3076923	0,03703704	0,9230769
-0,3076923	0,1111111	0,9230769
-0,3076923	0,07407407	0,9230769
-0,2692308	0,07407407	0,9230769
-0,2692308	0,07407407	0,9230769
-0,2692308	0,07407407	0,9230769
-0,3076923	0,07407407	0,9230769
-0,3461539	0,07407407	0,8846154
-0,3461539	0	0,9230769
-0,3846154	0	0,9230769
-0,3461539	0,1111111	0,9230769
-0,3846154	0,07407407	0,9615384
-0,3461539	0	0,9615384
-0,3076923	0	1,038462
-0,3461539	0,03703704	1,038462
-0,3846154	0,07407407	1
-0,4230769	0,07407407	1,038462
-0,3846154	0	1,076923
-0,4230769	0,1851852	1,038462
-0,4230769	0,1851852	1,038462
-0,3846154	0,1481481	1,038462
-0,4230769	0,1481481	1,076923
-0,3461539	0,1851852	1,115385
-0,3846154	-0,1111111	1,346154
-0,3461539	0	1,576923
-0,3461539	0,1481481	1,423077
-0,2692308	0,1481481	1,884615
-0,1923077	0,4074074	2,115385
-0,4230769	0,8518519	3
-0,4230769	0,8518519	3,038461
-0,3846154	0,7407407	2,884615
-0,9230769	0,5555556	2,730769
-0,6153846	0,07407407	2,884615
-0,6923077	-0,2222222	3,153846
-1,346154	0,3333333	3,769231
-0,5	-0,8148148	4,192307
-0,3846154	-0,962963	3,884615
-0,3076923	-0,9259259	2,038461
-0,3461539	-0,8148148	0,7307692
-0,3076923	-0,7037037	0,4230769
-0,1923077	-0,6666667	0,8461539
-0,1153846	-0,6296296	1,269231
-0,07692308	-0,5925926	1,384615
-0,07692308	-0,4814815	1,192308
-0,07692308	-0,3333333	1
-0,07692308	-0,1851852	0,9615384
-0,07692308	-0,1111111	1
-0,1153846	0	1,076923
-0,1153846	0,1111111	1,115385
-0,1538462	0,2222222	1,153846
-0,1923077	0,3333333	1,230769
-0,1923077	0,4074074	1,346154
-0,1923077	0,4444444	1,423077
-0,1923077	0,4444444	1,5
-0,2307692	0,4814815	1,576923
-0,3461539	0,5185185	1,730769
-0,4230769	0,5925926	1,923077
-0,4615385	0,6666667	2,230769
-0,4615385	0,8518519	2,576923
-0,5	1,185185	2,730769
-0,6923077	1,592593	2,384615
-0,8076923	2	2,384615
-0,7307692	2,444444	2,576923
-0,6153846	2,888889	2,423077
-0,6538461	3,37037	1,692308
-0,6538461	3,740741	0,8846154
-0,6538461	3,888889	0,4230769
-0,8461539	4,111111	0,2692308
-0,7307692	4,259259	0,6153846
-0,5	4,333333	0,5769231
-0,4615385	4,259259	0,07692308
-0,5	3,703704	0,1538462
-0,4615385	0,8888889	1,961538
-0,7692308	-1,777778	1,769231
-0,9230769	-1,888889	-0,3461539
-1,5	0,3333333	-0,6538461
-2,884615	1,777778	1,538462
-2,769231	1,703704	2,692308
-1,269231	0,8148148	2,230769
0,5384616	0,3703704	3,461539
0,5384616	0,6666667	2,423077
-1,153846	0,4444444	1,076923
-0,6923077	0,2222222	1,076923
-0,07692308	0,1481481	1,269231
-0,5	0,1851852	0,9615384
-0,3846154	0,07407407	1
-0,3846154	0,03703704	1,038462
-0,4230769	0,07407407	1
-0,4615385	0,03703704	0,8846154
-0,4615385	0,07407407	0,8846154
-0,4230769	0,07407407	0,8846154
-0,4230769	0,1111111	0,9230769
-0,3846154	0,03703704	0,9615384
-0,2692308	0	0,9615384
-0,3076923	0,1481481	0,9230769
-0,2692308	0,1111111	0,9230769
-0,2307692	0,07407407	0,9230769
-0,2692308	0,07407407	0,9615384
-0,3076923	0,07407407	0,9230769
-0,3076923	0,03703704	0,9230769
-0,3076923	0,07407407	0,9230769
-0,3461539	0,1111111	0,9230769
-0,3076923	0,1111111	0,9615384
-0,3076923	0,07407407	0,9230769
-0,2692308	0,1111111	0,9230769
-0,3461539	0,1111111	0,8846154
-0,3461539	0,03703704	0,8846154
-0,3846154	0,07407407	0,8846154
-0,3846154	0,1111111	0,8846154
-0,3846154	0,07407407	0,8846154
-0,3076923	0	0,8846154
-0,3846154	0,1111111	0,9230769
-0,3461539	0,1111111	0,9230769
-0,3846154	0	0,9615384
-0,3846154	0,03703704	1
-0,3846154	0	1
-0,3846154	0,07407407	1
-0,3461539	0,1851852	1,076923
-0,3461539	0,1111111	1,115385
-0,3461539	0,07407407	1,192308
-0,2692308	0,2222222	1,153846
-0,3846154	0	1,269231
-0,3461539	-0,1481481	1,653846
-0,3076923	0,1481481	1,346154
-0,3076923	0,1481481	1,692308
-0,2307692	0,2222222	2,192308
-0,3461539	0,5925926	3,038461
-0,3846154	1,111111	2,961539
-0,5	1,037037	3,192308
-0,7307692	0,7037037	3,192308
-0,6153846	0,07407407	3,192308
-0,5769231	-0,3333333	3,192308
-0,6923077	0,03703704	3,346154
-0,3461539	-0,8518519	4,076923
-0,1538462	-1,185185	4,269231
-0,03846154	-1,185185	2,884615
-0,1538462	-1	1,192308
-0,3076923	-0,8148148	0,3461539
-0,3076923	-0,7037037	0,5
-0,2692308	-0,6296296	1,115385
-0,2692308	-0,5555556	1,538462
-0,2692308	-0,4444444	1,461538
-0,2692308	-0,2592593	1,115385
-0,2692308	-0,1111111	0,8846154
-0,2692308	0	0,8461539
-0,2692308	0,07407407	1
-0,2692308	0,1851852	1,115385
-0,2692308	0,2592593	1,153846
-0,2692308	0,3333333	1,153846
-0,3076923	0,4074074	1,230769
-0,3461539	0,4444444	1,423077
-0,3076923	0,4444444	1,576923
-0,3076923	0,4444444	1,576923
-0,3846154	0,4074074	1,615385
-0,5	0,4444444	1,692308
-0,5769231	0,4814815	1,961538
-0,6538461	0,6296296	2,269231
-0,8076923	0,8888889	2,538461
-1	1,333333	2,576923
-1,115385	1,740741	2,576923
-1,076923	2,185185	2,615385
-0,9230769	2,62963	2,461539
-0,8076923	3,111111	1,923077
-0,7307692	3,555556	1,230769
-0,6153846	3,740741	0,8076923
-0,5769231	3,740741	0,3846154
-0,7692308	4,037037	0,2307692
-0,5769231	4,222222	0,5769231
-0,3846154	4,296296	0,4230769
-0,3846154	3,962963	0,03846154
-0,3846154	2,962963	0,4615385
-0,5	0,03703704	1,192308
-0,9230769	-1,740741	1,461538
-1,115385	-0,3703704	0
-1,615385	1,37037	1,192308
-2,076923	1,481481	2,692308
-1,423077	0,8518519	2,307692
-0,5384616	0,5555556	2,153846
0,3846154	0,5555556	2,961539
-0,4615385	0,4814815	1,576923
-0,7692308	0,3703704	1,076923
-0,1923077	0,1481481	1,346154
-0,1923077	0,1481481	1,115385
-0,3461539	0,1111111	1,038462
-0,3846154	0,1481481	1
-0,3846154	0,07407407	1,038462
-0,3846154	0,03703704	1
-0,4230769	0,03703704	0,9230769
-0,4230769	0,07407407	0,9230769
-0,3846154	0,1111111	0,9230769
-0,3461539	0,07407407	0,9615384
-0,1923077	0	0,9615384
-0,3076923	0,07407407	0,9230769
-0,2692308	0,07407407	0,9230769
-0,2307692	0,07407407	1
-0,2307692	0,1111111	0,9615384
-0,2307692	0,1111111	0,9230769
-0,2692308	0,07407407	0,9230769
-0,3461539	0,07407407	0,8846154
-0,3461539	0,07407407	0,9230769
-0,3461539	0,07407407	0,9230769
-0,3076923	0,07407407	0,9230769
-0,3461539	0,1111111	0,8846154
-0,3461539	0,03703704	0,8846154
-0,3076923	0,03703704	0,8846154
-0,3461539	0,07407407	0,9230769
-0,3846154	0,03703704	0,8846154
-0,3846154	0,03703704	0,8846154
-0,4230769	0	0,8846154
-0,3846154	0,1111111	0,9230769
-0,4230769	0,03703704	0,9230769
-0,3846154	0,03703704	0,9230769
-0,3461539	0,03703704	0,9230769
-0,3076923	0,03703704	1
-0,3076923	0,1111111	1
-0,2692308	0,1111111	1,076923
-0,2307692	0,03703704	1,115385
-0,2692308	0,1481481	1,076923
-0,3076923	0,2222222	1,076923
-0,3076923	0,07407407	1,153846
-0,3076923	0,1851852	1,115385
