0,18	-2,196079	-1,153846
-1,08	-0,7450981	-0,5
-0,68	1,235294	-1,653846
-0,1	2	-2,134615
-0,56	2,215686	-2,307692
-1,18	1,72549	-1,615385
-1,48	0,9019608	-1,326923
-1,4	0,5490196	-1,692308
-0,96	0,1176471	-2,153846
-0,74	0	-2,307692
-0,62	0	-2,365385
-0,7	-0,1176471	-2,346154
-0,96	-0,3921569	-2,288461
-1,02	-0,9215686	-2,211539
-0,72	-1,45098	-2,076923
-0,02	-1,882353	-2
0,72	-1,862745	-1,788462
1,26	-1,666667	-1,673077
1,52	-1,45098	-1,538462
1,48	-1,313725	-1,288462
1,18	-1,411765	-1,057692
0,82	-1,647059	-0,7307692
0,6	-2,058824	-0,3076923
0,48	-2,333333	0,09615385
0,44	-2,431373	0,4230769
0,52	-2,470588	0,7692308
0,56	-2,490196	1,057692
0,66	-2,254902	0,9423077
0,78	-2	0,5576923
0,72	-1,666667	-0,1730769
0,66	-1,588235	-0,25
0,66	-1,392157	-0,2115385
0,72	-1,156863	-0,3269231
0,78	-0,9411765	-0,5
0,66	-0,8235294	-0,7692308
0,34	-0,8431373	-1,211538
-0,2	-0,9215686	-1,730769
-0,6	-0,8235294	-2,019231
-0,8	-0,5882353	-2,173077
-0,84	-0,3137255	-2,115385
-0,94	-0,05882353	-2,230769
-1,02	0,2156863	-2,346154
-1,06	0,5882353	-2,384615
-1,16	0,9411765	-2,403846
-1,3	1,215686	-2,403846
-1,46	1,470588	-2,365385
-1,54	1,607843	-2,096154
-1,56	1,745098	-1,711538
-1,5	1,843137	-1,403846
-1,38	1,882353	-1,115385
-1,24	1,901961	-0,7307692
-1,1	1,882353	-0,4423077
-1	1,901961	-0,1923077
-0,9	1,941176	0
-0,76	1,941176	0,1923077
-0,64	1,745098	0,2884615
-0,6	1,588235	0,2884615
-0,58	1,54902	0,1153846
-0,58	1,27451	0,05769231
-0,52	1,098039	0
-0,36	0,9411765	-0,3653846
-0,2	0,7843137	-0,9423077
0,06	0,372549	-1,403846
0,24	-0,4117647	-1,134615
0,14	-1,294118	0,1346154
0,16	-1,333333	0,6538461
0,24	-0,4705882	0,3461539
0,2	0,2745098	0,1346154
0,08	0,05882353	0,07692308
-0,16	-0,1764706	0,4230769
-0,2	-0,09803922	0,4423077
0,02	-0,6470588	0,1538462
1,4	-1,666667	-1,461538
0,96	-2,176471	-0,9423077
-0,38	-1,019608	-0,03846154
-0,44	1,117647	-1,326923
-0,36	1,941176	-2
-0,78	2,254902	-2,25
-1,46	1,921569	-1,923077
-1,58	0,9411765	-1,596154
-1,38	0,3137255	-1,711538
-0,92	0	-2,134615
-0,68	-0,1568628	-2,307692
-0,66	-0,1568628	-2,365385
-0,76	-0,254902	-2,365385
-0,86	-0,4509804	-2,365385
-0,86	-0,8627451	-2,307692
-0,52	-1,509804	-2,211539
0,16	-1,784314	-2,096154
0,84	-1,764706	-1,942308
1,36	-1,627451	-1,75
1,58	-1,470588	-1,557692
1,52	-1,470588	-1,288462
1,16	-1,529412	-0,9615384
0,78	-1,843137	-0,5961539
0,6	-2,235294	-0,09615385
0,46	-2,392157	0,2692308
0,4	-2,45098	0,6346154
0,42	-2,490196	0,9615384
0,4	-2,313725	1,076923
0,5	-1,980392	0,8846154
0,62	-1,764706	0,4615385
0,62	-1,647059	0,05769231
0,62	-1,686275	-0,09615385
0,6	-1,72549	-0,1346154
0,58	-1,607843	-0,1923077
0,64	-1,352941	-0,25
0,72	-1,098039	-0,4230769
0,7	-0,8627451	-0,6730769
0,46	-0,7843137	-1,057692
-0,04	-0,8235294	-1,596154
-0,56	-0,8235294	-1,980769
-0,88	-0,627451	-2,096154
-0,96	-0,3529412	-2,038461
-1	0,01960784	-2,096154
-1,06	0,4313726	-2,288461
-1,12	0,8039216	-2,365385
-1,16	1,137255	-2,384615
-1,26	1,333333	-2,403846
-1,46	1,529412	-2,384615
-1,68	1,627451	-2,134615
-1,76	1,72549	-1,769231
-1,7	1,823529	-1,423077
-1,6	1,862745	-1,115385
-1,5	1,862745	-0,7884616
-1,42	1,823529	-0,4423077
-1,32	1,764706	-0,09615385
-1,26	1,745098	0,1538462
-1,12	1,784314	0,3269231
-0,94	1,784314	0,3846154
-0,7	1,686275	0,3653846
-0,58	1,470588	0,2692308
-0,58	1,470588	0,1538462
-0,62	1,313725	0,1538462
-0,48	1,215686	0,05769231
-0,28	1,176471	-0,3076923
-0,06	1,039216	-0,9038461
0,1	0,6078432	-1,480769
0,14	-0,254902	-1,346154
-0,1	-1,352941	-0,07692308
-0,2	-1,705882	0,7115384
-0,04	-1,039216	0,6538461
0,22	-0,1176471	0,3653846
0,42	0,1176471	0,1346154
0,36	0,07843138	0,2115385
0,18	-0,4705882	0,5576923
0,92	-1,470588	-1,076923
1,28	-2,098039	-1,230769
-0,3	-1,980392	-0,03846154
-0,7	0,5294118	-1,057692
-0,58	1,705882	-1,903846
-0,56	2,176471	-2,230769
-1,34	1,823529	-2,038461
-1,62	1	-1,384615
-1,4	0,4509804	-1,634615
-0,86	0,2156863	-2,115385
-0,54	0,07843138	-2,307692
-0,58	0,07843138	-2,365385
-0,74	-0,03921569	-2,384615
-0,96	-0,1568628	-2,384615
-1,06	-0,509804	-2,365385
-0,86	-1,078431	-2,288461
-0,26	-1,647059	-2,115385
0,62	-1,843137	-2,038461
1,3	-1,705882	-1,865385
1,66	-1,568627	-1,576923
1,62	-1,54902	-1,307692
1,32	-1,686275	-0,9807692
0,92	-2,058824	-0,5192308
0,62	-2,333333	0
0,5	-2,431373	0,5192308
0,5	-2,470588	0,9230769
0,52	-2,490196	1,230769
0,74	-2,411765	1,25
0,86	-2,137255	1,019231
0,9	-1,960784	0,6538461
0,84	-1,784314	0,1538462
0,72	-1,588235	-0,2115385
0,68	-1,411765	-0,3653846
0,68	-1,196078	-0,4230769
0,8	-0,9215686	-0,5192308
0,92	-0,6470588	-0,6730769
0,92	-0,4901961	-0,8846154
0,68	-0,4313726	-1,211538
0,12	-0,5882353	-1,711538
-0,46	-0,6666667	-2,115385
-0,84	-0,5882353	-2,230769
-1,04	-0,3529412	-2,115385
-1,22	-0,07843138	-2,173077
-1,32	0,2352941	-2,326923
-1,36	0,6078432	-2,384615
-1,4	0,9803922	-2,403846
-1,48	1,294118	-2,403846
-1,6	1,568627	-2,365385
-1,68	1,72549	-2,038461
-1,66	1,862745	-1,634615
-1,56	1,980392	-1,288462
-1,42	2,039216	-1
-1,32	2,058824	-0,6730769
-1,2	2,039216	-0,3076923
-1,18	1,980392	0,01923077
-1,12	1,901961	0,2884615
-1	1,784314	0,4230769
-0,9	1,686275	0,4230769
-0,82	1,509804	0,3846154
-0,7	1,411765	0,2307692
-0,54	1,215686	0,05769231
-0,38	1,117647	-0,1346154
-0,24	1,058824	-0,5
-0,1	0,8235294	-0,9615384
0,04	0,3921569	-1,326923
0,08	-0,4509804	-0,9807692
-0,06	-1,490196	0,1923077
-0,16	-1,666667	0,6923077
0,04	-0,7058824	0,3846154
0,32	0,05882353	0,2115385
0,38	0,03921569	0,07692308
0,16	-0,07843138	0,3269231
-0,08	-0,1372549	0,3846154
-0,1	0,01960784	0,2307692
0,36	-0,7647059	-1,173077
1,54	-1,823529	-1,384615
0,36	-2,254902	-0,5384616
-0,3	-0,3137255	-0,25
-0,02	1,411765	-1,615385
0,06	2,058824	-2,115385
-0,86	2,215686	-2,269231
-1,7	1,647059	-1,480769
-1,9	0,7254902	-1,211538
-1,6	0,2745098	-1,75
-1,06	0,03921569	-2,173077
-0,78	-0,1568628	-2,326923
-0,68	-0,1176471	-2,307692
-0,68	-0,254902	-2,269231
-0,7	-0,4313726	-2,25
-0,6	-0,9019608	-2,230769
