-1,14;0,8823529;-1,673077
-0,92;0,254902;-1,826923
-0,5;-0,07843138;-2,076923
-0,4;-0,1960784;-2,057692
-0,4;-0,07843138;-2
-0,5;-0,1568628;-1,980769
-0,72;-0,3529412;-2
-0,92;-0,7058824;-1,961538
-0,86;-1,098039;-1,826923
-0,46;-1,411765;-1,673077
0,18;-1,509804;-1,730769
0,7;-1,45098;-1,673077
1,06;-1,333333;-1,538462
1,22;-1,137255;-1,442308
1,22;-1,137255;-1,307692
1;-1,27451;-1,057692
0,64;-1,607843;-0,75
0,4;-2,019608;-0,3653846
0,36;-2,313725;0,09615385
0,48;-2,431373;0,5384616
0,62;-2,470588;0,8653846
0,74;-2,352941;0,9615384
0,92;-2,058824;0,8461539
1,06;-1,666667;0,5192308
1,16;-1,411765;0,1346154
1,1;-1,254902;-0,2115385
0,98;-1,117647;-0,3846154
0,88;-0,9803922;-0,4807692
0,82;-0,8235294;-0,5576923
0,76;-0,7647059;-0,6923077
0,62;-0,7254902;-0,8461539
0,3;-0,7843137;-1,211538
-0,18;-0,9607843;-1,692308
-0,56;-1;-1,903846
-0,72;-0,7254902;-1,980769
-0,74;-0,4117647;-2
-0,88;-0,1568628;-2,211539
-1,02;0,1764706;-2,346154
-1,06;0,5686275;-2,384615
-1,1;0,8431373;-2,403846
-1,2;1,098039;-2,384615
-1,3;1,313725;-2,25
-1,36;1,45098;-1,980769
-1,36;1,54902;-1,653846
-1,38;1,607843;-1,346154
-1,3;1,686275;-0,9807692
-1,16;1,764706;-0,6730769
-1,04;1,764706;-0,3653846
-0,96;1,745098;-0,1923077
-0,88;1,784314;-0,03846154
-0,78;1,686275;0,09615385
-0,68;1,509804;0,1923077
-0,52;1,411765;0,1153846
-0,4;1,352941;-0,05769231
-0,38;1,196078;-0,1346154
-0,4;1,058824;-0,2115385
-0,3;0,8039216;-0,4423077
-0,06;0,5294118;-0,8846154
0,18;0,2156863;-1,153846
0,26;-0,5686275;-0,6153846
0,04;-1,392157;0,4230769
0,06;-1,313725;0,8461539
0,26;-0,4313726;0,4807692
0,36;0;0,1346154
0,12;-0,1960784;0,2884615
-0,18;-0,2745098;0,5961539
-0,14;0,01960784;0,4807692
0,48;-0,5490196;-0,75
1,7;-1,72549;-1,615385
0,88;-2,196079;-1,019231
-0,5;-1,137255;-0,3653846
-0,76;1,039216;-1,442308
-0,54;1,921569;-2,057692
-0,96;0,1764706;-1,807692
-0,48;0;-2,076923
-0,24;-0,03921569;-2,134615
-0,22;0,05882353;-2,134615
-0,5;0,1176471;-2,192308
-0,8;-0,1960784;-2,115385
-1;-0,6078432;-1,942308
-0,92;-0,9803922;-1,826923
-0,5;-1,294118;-1,730769
0,04;-1,568627;-1,75
0,52;-1,588235;-1,711538
0,84;-1,431373;-1,634615
1,02;-1,235294;-1,461538
1,04;-1,117647;-1,307692
0,88;-1,137255;-1,096154
0,62;-1,333333;-0,8653846
0,4;-1,745098;-0,5384616
0,38;-2,137255;-0,09615385
0,52;-2,333333;0,2692308
0,64;-2,411765;0,6730769
0,72;-2,352941;0,9423077
0,78;-2,137255;0,9230769
0,82;-1,843137;0,6538461
0,9;-1,705882;0,2884615
0,9;-1,54902;-0,07692308
0,86;-1,372549;-0,2692308
0,8;-1,235294;-0,3269231
0,76;-1,039216;-0,3461539
0,78;-0,9215686;-0,4423077
0,74;-0,8039216;-0,5576923
0,54;-0,7647059;-0,8461539
0,1;-0,8431373;-1,288462
-0,36;-0,9215686;-1,673077
-0,7;-0,7450981;-1,865385
-0,82;-0,4901961;-1,942308
-0,78;-0,1764706;-2
-0,86;0,05882353;-2,192308
